,address,info,z_address,bathrooms,bedrooms,finishedsqft,lastsolddate,lastsoldprice,latitude,longitude,neighborhood,totalrooms,usecode,yearbuilt,zestimate,zindexvalue,zipcode,zpid
15481,Address: 22 Loyola Terrace, San FranciscoSales price: 1070000Sales date: 11/21/2012Bedrooms: 0Square feet: 1512Lot size: 2827,22 Loyola Ter,2.0,3.0,1914.0,02/01/2013,160500.0,37.775956,-122.448729,Lone Mountain,13.0,SingleFamily,1922.0,1599026.0,"1,419,600",94117.0,15085449.0
15483,Address: 1150 Clayton Street, San FranciscoSales price: 1620000Sales date: 11/21/2012Bedrooms: 4Square feet: 2150Lot size: 2495,1150 Clayton St,2.5,3.0,2150.0,11/21/2012,1620000.0,37.762495,-122.446659,Parnassus - Ashbury,8.0,SingleFamily,1914.0,2356489.0,"2,111,800",94117.0,15127785.0
15484,Address: 1350 Lake Street, San FranciscoSales price: 834500Sales date: 11/21/2012Bedrooms: 2Square feet: 1198Lot size: 1572,1350 Lake St,1.0,2.0,1250.0,11/21/2012,834500.0,37.7864,-122.474205,Lake,5.0,Condominium,1941.0,1156770.0,"2,202,400",94118.0,15089208.0
15488,Address: 635 37th Avenue, San FranciscoSales price: 810000Sales date: 11/21/2012Bedrooms: 0Square feet: 1586Lot size: 2896,635 37th Ave,1.0,3.0,1586.0,11/21/2012,810000.0,37.776859,-122.497734,Outer Richmond,6.0,SingleFamily,1931.0,1207301.0,"1,187,700",94121.0,15095979.0
15489,Address: 837 25th Avenue, San FranciscoSales price: 906000Sales date: 11/21/2012Bedrooms: 3Square feet: 2310Lot size: 2614,837 25th Ave,2.0,3.0,2310.0,11/21/2012,906000.0,37.773728,-122.484603,Central Richmond,8.0,Condominium,1930.0,1492801.0,"1,480,400",94121.0,15099555.0
15490,Address: 333 El Camino Del Mar, San FranciscoSales price: 2185000Sales date: 11/21/2012Bedrooms: 0Square feet: 2968Lot size: 3001,333 El Camino Del Mar,2.0,3.0,2968.0,11/21/2012,2185000.0,37.787287,-122.486929,Lake,8.0,SingleFamily,1923.0,3696892.0,"2,202,400",94121.0,15088944.0
15491,Address: 1266 29th Avenue, San FranciscoSales price: 1020000Sales date: 11/21/2012Bedrooms: 3Square feet: 2210Lot size: 3959,1266 29th Ave,1.0,3.0,2210.0,11/21/2012,1020000.0,37.763811,-122.48756,Central Sunset,9.0,SingleFamily,1916.0,1749106.0,"1,111,300",94122.0,15101664.0
15492,Address: 1307 Bay Street #4, San FranciscoSales price: 1125000Sales date: 11/21/2012Bedrooms: 2Square feet: 1028Lot size: 2178,1307 Bay St APT 4,2.0,2.0,1268.0,11/21/2012,1125000.0,37.803518,-122.428632,Marina,4.0,Condominium,1923.0,1412274.0,"2,157,700",94123.0,15070396.0
15493,Address: 1558 Van Dyke Avenue, San FranciscoSales price: 380000Sales date: 11/21/2012Bedrooms: 0Square feet: 900Lot size: 2495,1558 Van Dyke Ave,2.0,3.0,900.0,11/21/2012,380000.0,37.728931,-122.391476,Bayview,4.0,SingleFamily,1939.0,605714.0,"719,000",94124.0,15158252.0
15495,Address: 5177 Diamond Heights Boulevard #214, San FranciscoSales price: 570000Sales date: 11/21/2012Bedrooms: 0Square feet: 1100Lot size: 3485,5177 Diamond Heights Blvd APT 214,2.0,2.0,1100.0,11/21/2012,570000.0,37.745847,-122.439604,Diamond Heights,5.0,Condominium,1980.0,843229.0,"1,070,100",94131.0,15199444.0
15496,Address: 201 Detroit Street, San FranciscoSales price: 768000Sales date: 11/21/2012Bedrooms: 0Square feet: 1120Lot size: 2500,201 Detroit St,1.0,2.0,1120.0,11/21/2012,768000.0,37.729223,-122.444564,Sunnyside,5.0,SingleFamily,1954.0,1058279.0,"1,030,800",94131.0,15139771.0
15497,Address: 850 Corbett Avenue #6, San FranciscoSales price: 1535000Sales date: 11/21/2012Bedrooms: 3Square feet: 2517Lot size: 5171,850 Corbett Ave APT 6,3.0,3.0,2517.0,11/21/2012,1535000.0,37.75333,-122.443703,Twin Peaks,7.0,Condominium,2003.0,2001069.0,"1,159,200",94131.0,67394790.0
15498,Address: 4072 Cesar Chavez Street, San FranciscoSales price: 1720000Sales date: 11/21/2012Bedrooms: 0Square feet: 1150Lot size: 3036,4072 Cesar Chavez St,2.0,3.0,2233.0,11/21/2012,1720000.0,37.747713,-122.430863,Noe Valley,5.0,SingleFamily,1925.0,2597132.0,"1,751,900",94131.0,15181732.0
15499,Address: 1027 Goettingen Street, San FranciscoSales price: 606500Sales date: 11/21/2012Bedrooms: 2Square feet: 830Lot size: 2996,1027 Goettingen St,2.0,3.0,1500.0,11/21/2012,606500.0,37.719366,-122.403136,Visitacion Valley,9.0,SingleFamily,1954.0,779955.0,"690,400",94134.0,15172687.0
15501,Address: 199 New Montgomery Street #1208, San FranciscoSales price: 579000Sales date: 11/20/2012Bedrooms: 1Square feet: 653Lot size: 12848,199 New Montgomery St UNIT 1208,1.0,1.0,653.0,11/20/2012,579000.0,37.786632,-122.399101,Yerba Buena,4.0,Condominium,2005.0,840547.0,"993,200",94105.0,80745956.0
15503,Address: 340 Ritch Street #6, San FranciscoSales price: 770000Sales date: 11/20/2012Bedrooms: 0Square feet: 1253Lot size: 2178,340 Ritch St UNIT 6,1.0,1.0,1253.0,11/20/2012,770000.0,37.778983,-122.39426,South of Market,4.0,Condominium,1994.0,1143445.0,"957,300",94107.0,80742387.0
15505,Address: 1483 Sutter Street #613, San FranciscoSales price: 361000Sales date: 11/20/2012Bedrooms: 1Square feet: 530Lot size: 4356,1483 Sutter St APT 613,1.0,0.0,530.0,11/20/2012,361000.0,37.78675,-122.424235,Van Ness - Civic Center,3.0,Condominium,1993.0,618696.0,"839,200",94109.0,15076385.0
15506,Address: 1042 Pine Street, San FranciscoSales price: 814000Sales date: 11/20/2012Bedrooms: 2Square feet: 1355Lot size: 3438,1042 Pine St,1.25,2.0,1355.0,11/20/2012,814000.0,37.790615,-122.41299,Downtown,6.0,Condominium,1909.0,1290705.0,"795,400",94109.0,111933015.0
15507,Address: 25 Roscoe Street, San FranciscoSales price: 760000Sales date: 11/20/2012Bedrooms: 3Square feet: 1709Lot size: 1846,25 Roscoe St,2.0,2.0,1709.0,11/20/2012,760000.0,37.734245,-122.418604,Bernal Heights,8.0,SingleFamily,1900.0,1455895.0,"1,214,400",94110.0,15164516.0
15508,Address: 3344 21st Street, San FranciscoSales price: 853000Sales date: 11/20/2012Bedrooms: 0Square feet: 1490Lot size: 2875,3344 21st St,1.0,3.0,1490.0,11/20/2012,853000.0,37.757087,-122.422138,Mission,6.0,Condominium,1904.0,976664.0,"1,167,700",94110.0,79842550.0
15509,Address: 66 Danton Street, San FranciscoSales price: 770000Sales date: 11/20/2012Bedrooms: 2Square feet: 1431Lot size: 2495,66 Danton St,1.5,2.0,1431.0,11/20/2012,770000.0,37.731274,-122.432711,Mission Terrace,6.0,SingleFamily,1928.0,1032075.0,"986,000",94112.0,15186441.0
15510,Address: 4447 17th Street, San FranciscoSales price: 775000Sales date: 11/20/2012Bedrooms: 1Square feet: 923Lot size: 2596,4447 17th St,1.0,2.0,923.0,11/20/2012,775000.0,37.761724,-122.44412,Corona Heights,5.0,Condominium,1908.0,1032748.0,"1,449,300",94114.0,59700327.0
15512,Address: 4064 17th Street, San FranciscoSales price: 1600000Sales date: 11/20/2012Bedrooms: 0Square feet: 2244Lot size: 4586,4064 17th St,2.0,3.0,2244.0,11/20/2012,1600000.0,37.762741,-122.436662,Corona Heights,7.0,SingleFamily,1908.0,2218861.0,"1,449,300",94114.0,15127469.0
15513,Address: 2201 Sacramento Street #304, San FranciscoSales price: 705000Sales date: 11/20/2012Bedrooms: 1Square feet: 1008Lot size: 11326,2201 Sacramento St APT 304,1.0,1.0,1008.0,11/20/2012,705000.0,37.790201,-122.429281,Pacific Heights,3.0,Condominium,1928.0,1073544.0,"1,884,400",94115.0,15074719.0
15516,Address: 626 11th Avenue, San FranciscoSales price: 1450000Sales date: 11/20/2012Bedrooms: 0Square feet: 2340Lot size: 2996,626 11th Ave,1.0,4.0,2340.0,11/20/2012,1450000.0,37.77645,-122.468991,Inner Richmond,9.0,SingleFamily,1915.0,1914906.0,"1,679,000",94118.0,15098207.0
15517,Address: 755 25th Avenue, San FranciscoSales price: 695000Sales date: 11/20/2012Bedrooms: 2Square feet: 1415Lot size: 2996,755 25th Ave,1.0,2.0,1415.0,11/20/2012,695000.0,37.775182,-122.48471,Central Richmond,8.0,SingleFamily,1922.0,1251855.0,"1,480,400",94121.0,15097578.0
15518,Address: 246 17th Avenue, San FranciscoSales price: 932000Sales date: 11/20/2012Bedrooms: 2Square feet: 1584Lot size: 3000,246 17th Ave,1.5,2.0,1650.0,11/20/2012,932000.0,37.783399,-122.476047,Central Richmond,7.0,Condominium,1922.0,1324193.0,"1,480,400",94121.0,79846982.0
15519,Address: 322 18th Avenue, San FranciscoSales price: 1500000Sales date: 11/20/2012Bedrooms: 0Square feet: 2196Lot size: 2996,322 18th Ave,5.0,6.0,3300.0,11/20/2012,1500000.0,37.781888,-122.477013,Central Richmond,13.0,MultiFamily2To4,1911.0,2335840.0,"1,480,400",94121.0,15091897.0
15520,Address: 1682 35th Avenue, San FranciscoSales price: 675000Sales date: 11/20/2012Bedrooms: 2Square feet: 1200Lot size: 2060,1682 35th Ave,2.0,3.0,1200.0,11/20/2012,675000.0,37.755714,-122.49351,Central Sunset,5.0,SingleFamily,1946.0,1071977.0,"1,111,300",94122.0,15108741.0
15521,Address: 1329 42nd Avenue, San FranciscoSales price: 887500Sales date: 11/20/2012Bedrooms: 0Square feet: 2592Lot size: 3000,1329-1331 42ND Ave,2.0,4.0,2592.0,11/20/2012,887500.0,37.76184,-122.502055,Outer Sunset,11.0,Duplex,1947.0,1384541.0,"1,030,300",94122.0,15103903.0
15522,Address: 3418 Scott Street, San FranciscoSales price: 1400000Sales date: 11/20/2012Bedrooms: 0Square feet: 1554Lot size: 2501,3418 Scott St,2.0,3.0,1634.0,07/21/2000,1200000.0,37.799517,-122.440973,Marina,10.0,SingleFamily,1925.0,1943967.0,"2,157,700",94123.0,15070280.0
15523,Address: 3533 Scott Street, San FranciscoSales price: 1700000Sales date: 11/20/2012Bedrooms: 0Square feet: 3530Lot size: 2966,3533 Scott St,3.0,5.0,3530.0,11/20/2012,1700000.0,37.802479,-122.441976,Marina,13.0,Miscellaneous,1925.0,4894232.0,"2,157,700",94123.0,15079829.0
15524,Address: 554 Mangels Avenue, San FranciscoSales price: 812000Sales date: 11/20/2012Bedrooms: 0Square feet: 1125Lot size: 2495,554 Mangels Ave,2.5,3.0,1125.0,11/20/2012,812000.0,37.733296,-122.450145,Sunnyside,8.0,SingleFamily,1961.0,1303436.0,"1,030,800",94127.0,15137892.0
15525,Address: 36 Juanita Way, San FranciscoSales price: 945000Sales date: 11/20/2012Bedrooms: 0Square feet: 1900Lot size: 2500,36 Juanita Way,3.0,4.0,2200.0,11/20/2012,945000.0,37.744292,-122.452435,Miraloma Park,11.0,SingleFamily,1936.0,1813118.0,"1,227,600",94127.0,15133546.0
15527,Address: 1821 Church Street, San FranciscoSales price: 1950000Sales date: 11/20/2012Bedrooms: 0Square feet: 1500Lot size: 3123,1821 Church St,3.5,3.0,2293.0,11/20/2012,1950000.0,37.741496,-122.426487,Glen Park,7.0,SingleFamily,1907.0,2219591.0,"1,628,900",94131.0,15183860.0
15528,Address: 33 Vandewater Street #203, San FranciscoSales price: 690000Sales date: 11/20/2012Bedrooms: 2Square feet: 950Lot size: 5227,33 Vandewater St APT 203,1.0,2.0,950.0,11/20/2012,690000.0,37.805138,-122.412582,North Beach,4.0,Condominium,1981.0,1059436.0,"1,218,900",94133.0,15063483.0
15529,Address: 101 Crescent Way #2415, San FranciscoSales price: 300000Sales date: 11/20/2012Bedrooms: 2Square feet: 1337Lot size: 42325,101 Crescent Way APT 2415,2.0,2.0,1337.0,01/30/2013,359000.0,37.710918,-122.389238,Bayview,5.0,Condominium,2001.0,685037.0,"719,000",94134.0,64972922.0
15530,Address: 230 Brussels Street, San FranciscoSales price: 430000Sales date: 11/20/2012Bedrooms: 0Square feet: 1675Lot size: 2996,230 Brussels St,4.0,4.0,2023.0,10/02/1970,25500.0,37.729004,-122.406693,Portola,8.0,SingleFamily,1922.0,1246685.0,"891,600",94134.0,15168617.0
15532,Address: 355 1st Street #1207, San FranciscoSales price: 845000Sales date: 11/19/2012Bedrooms: 2Square feet: 1034Lot size: 38571,355 1st St UNIT 1207,2.0,2.0,1034.0,11/19/2012,845000.0,37.787029,-122.3936,South Beach,4.0,Condominium,2004.0,1334948.0,"1,269,100",94105.0,64971605.0
15533,Address: 2 Amazon Avenue #206, San FranciscoSales price: 255000Sales date: 11/19/2012Bedrooms: 2Square feet: 968Lot size: 2178,2 Amazon Ave APT 206,2.0,2.0,980.0,03/20/2013,318000.0,37.716915,-122.440335,Excelsior,5.0,Condominium,1999.0,588276.0,"757,400",94112.0,15177244.0
15534,Address: 2606 36th Avenue, San FranciscoSales price: 728000Sales date: 11/19/2012Bedrooms: 2Square feet: 1400Lot size: 2375,2606 36th Ave,1.0,2.0,1400.0,11/19/2012,728000.0,37.738316,-122.49342,Parkside,9.0,SingleFamily,1939.0,1076258.0,"1,094,000",94116.0,15124964.0
15535,Address: 469 Magellan Avenue, San FranciscoSales price: 1250000Sales date: 11/19/2012Bedrooms: 4Square feet: 2462Lot size: 3332,469 Magellan Ave,4.0,4.0,2462.0,11/19/2012,1250000.0,37.744125,-122.46551,Forest Hill,9.0,SingleFamily,1922.0,2020411.0,"1,926,800",94116.0,15134021.0
15536,Address: 354 Greenwich Street, San FranciscoSales price: 2000000Sales date: 11/19/2012Bedrooms: 2Square feet: 1365Lot size: 2178,354 Greenwich St,1.0,2.0,1365.0,11/19/2012,2000000.0,37.80305,-122.40535,Telegraph Hill,5.0,Condominium,1937.0,1799571.0,"1,215,500",94133.0,15064875.0
15537,Address: 1 Crescent Way #1415, San FranciscoSales price: 352000Sales date: 11/19/2012Bedrooms: 2Square feet: 1337Lot size: 42105,1 Crescent Way APT 1415,2.0,2.0,1337.0,08/13/2004,553000.0,37.71085,-122.390182,Bayview,5.0,Condominium,2001.0,759695.0,"719,000",94134.0,64971706.0
15538,Address: 209 Diamond Cove Terrace, San FranciscoSales price: 555500Sales date: 11/19/2012Bedrooms: 0Square feet: 0Lot size: 0,209 Diamond Cove Ter,2.0,2.0,1390.0,11/19/2012,555500.0,37.712753,-122.393604,Bayview,5.0,Condominium,2012.0,829591.0,"719,000",94134.0,119584686.0
15539,Address: 246 2nd Street #1306, San FranciscoSales price: 880000Sales date: 11/16/2012Bedrooms: 2Square feet: 1101Lot size: 23958,246 2nd St APT 1306,2.0,2.0,1101.0,11/16/2012,880000.0,37.78575,-122.397404,Yerba Buena,4.0,Condominium,2000.0,1282525.0,"993,200",94105.0,53153528.0
15541,Address: 95 Crescent Avenue, San FranciscoSales price: 698000Sales date: 11/16/2012Bedrooms: 4Square feet: 900Lot size: 919,95 Crescent Ave,3.0,4.0,900.0,11/16/2012,698000.0,37.735354,-122.42292,Bernal Heights,5.0,SingleFamily,1922.0,939210.0,"1,214,400",94110.0,15164376.0
15542,Address: 2501 Harrison Street #16, San FranciscoSales price: 780000Sales date: 11/16/2012Bedrooms: 0Square feet: 1046Lot size: 18748,2501 Harrison St STE 16,1.5,1.0,1047.0,06/22/2015,1260000.0,37.757185,-122.412062,Mission,6.0,Condominium,2001.0,1203392.0,"1,167,700",94110.0,80737202.0
15543,Address: 307 Shotwell Street, San FranciscoSales price: 987000Sales date: 11/16/2012Bedrooms: 2Square feet: 1486Lot size: 2914,307 Shotwell St,1.0,2.0,4604.0,11/16/2012,987000.0,37.763251,-122.415884,Mission,4.0,SingleFamily,1945.0,1440239.0,"1,167,700",94110.0,15143965.0
15544,Address: 105 Franconia Street, San FranciscoSales price: 1305000Sales date: 11/16/2012Bedrooms: 4Square feet: 1727Lot size: 2660,105 Franconia St,3.0,4.0,2200.0,11/16/2012,1305000.0,37.746337,-122.40777,Bernal Heights,9.0,SingleFamily,1907.0,2492876.0,"1,214,400",94110.0,15160519.0
15545,Address: 2439 Alemany Boulevard, San FranciscoSales price: 563000Sales date: 11/16/2012Bedrooms: 0Square feet: 1214Lot size: 3084,2439 Alemany Blvd,3.0,0.0,1934.0,11/16/2012,563000.0,37.715425,-122.444852,Outer Mission,8.0,SingleFamily,1936.0,936125.0,"804,400",94112.0,15191715.0
15547,Address: 3336 Market Street, San FranciscoSales price: 850000Sales date: 11/16/2012Bedrooms: 0Square feet: 998Lot size: 2352,3336 Market St,1.5,2.0,1288.0,11/16/2012,850000.0,37.757948,-122.444008,Twin Peaks,7.0,SingleFamily,1938.0,1625859.0,"1,159,200",94114.0,15129883.0
15548,Address: 3676 22nd Street, San FranciscoSales price: 1040000Sales date: 11/16/2012Bedrooms: 0Square feet: 1530Lot size: 2953,3676 22nd St,2.0,0.0,1530.0,11/16/2012,1040000.0,37.755027,-122.429618,Eureka Valley - Dolores Heights - Castro,8.0,MultiFamily2To4,1900.0,3033252.0,"1,718,500",94114.0,15146126.0
15549,Address: 1905 Laguna Street #207, San FranciscoSales price: 420000Sales date: 11/16/2012Bedrooms: 1Square feet: 535Lot size: 2178,1905 Laguna St APT 207,1.0,0.0,535.0,11/16/2012,420000.0,37.788718,-122.429036,Lower Pacific Heights,2.0,Condominium,1924.0,651999.0,"1,146,900",94115.0,15075113.0
15550,Address: 2542 Sacramento Street #303, San FranciscoSales price: 872500Sales date: 11/16/2012Bedrooms: 2Square feet: 1106Lot size: 3920,2542 Sacramento St APT 303,1.0,2.0,1106.0,11/16/2012,872500.0,37.78999,-122.434985,Pacific Heights,4.0,Condominium,1964.0,1120556.0,"1,884,400",94115.0,15074534.0
15551,Address: 2191 32nd Avenue, San FranciscoSales price: 871500Sales date: 11/16/2012Bedrooms: 0Square feet: 1588Lot size: 2375,2191 32nd Ave,2.0,2.0,1588.0,11/16/2012,871500.0,37.746368,-122.49018,Parkside,6.0,SingleFamily,1933.0,1221962.0,"1,094,000",94116.0,15117432.0
15552,Address: 7 Magellan Avenue, San FranciscoSales price: 1285000Sales date: 11/16/2012Bedrooms: 0Square feet: 1804Lot size: 3550,7 Magellan Ave,2.0,5.0,1804.0,11/16/2012,1285000.0,37.749227,-122.461672,Forest Hill,8.0,SingleFamily,1955.0,1991784.0,"1,926,800",94116.0,15132604.0
15553,Address: 875 La Playa Street #476, San FranciscoSales price: 521500Sales date: 11/16/2012Bedrooms: 2Square feet: 1084Lot size: 8712,875 La Playa St APT 476,2.0,2.0,1084.0,11/16/2012,521500.0,37.771695,-122.510316,Outer Richmond,4.0,Condominium,1982.0,766388.0,"1,187,700",94121.0,15100629.0
15556,Address: 73 Toledo Way, San FranciscoSales price: 1687000Sales date: 11/16/2012Bedrooms: 0Square feet: 1650Lot size: 2474,73 Toledo Way,2.5,3.0,1842.0,11/16/2012,1687000.0,37.800942,-122.43879,Marina,7.0,SingleFamily,1925.0,2330517.0,"2,157,700",94123.0,15070702.0
15557,Address: 2044 Green Street, San FranciscoSales price: 2750000Sales date: 11/16/2012Bedrooms: 3Square feet: 2877Lot size: 8276,2044 Green St,3.5,3.0,2877.0,03/19/2014,3329000.0,37.79676,-122.43284,Cow Hollow,7.0,SingleFamily,1890.0,4097136.0,"2,134,300",94123.0,15071965.0
15558,Address: 3531 Jennings Street, San FranciscoSales price: 289000Sales date: 11/16/2012Bedrooms: 0Square feet: 1040Lot size: 2495,3531 Jennings St,1.0,2.0,1040.0,05/29/2013,533000.0,37.717754,-122.396677,Bayview,9.0,SingleFamily,1927.0,651233.0,"719,000",94124.0,15155112.0
15559,Address: 1624 Keith Street, San FranciscoSales price: 430000Sales date: 11/16/2012Bedrooms: 0Square feet: 1625Lot size: 1875,1624 Keith St,3.0,5.0,1700.0,11/16/2012,430000.0,37.730999,-122.388234,Bayview,6.0,MultiFamily2To4,1936.0,695400.0,"719,000",94124.0,15157166.0
15561,Address: 89 Robblee Avenue, San FranciscoSales price: 526500Sales date: 11/16/2012Bedrooms: 0Square feet: 1196Lot size: 1816,89 Robblee Ave,1.5,3.0,1196.0,11/16/2012,526500.0,37.735256,-122.39958,Silver Terrace,5.0,SingleFamily,1941.0,600841.0,"720,300",94124.0,15158126.0
15562,Address: 375 Los Palmos Drive, San FranciscoSales price: 747500Sales date: 11/16/2012Bedrooms: 3Square feet: 1182Lot size: 2500,375 Los Palmos Dr,1.0,3.0,1182.0,11/16/2012,747500.0,37.734718,-122.450466,Miraloma Park,5.0,SingleFamily,1959.0,1224997.0,"1,227,600",94127.0,15136309.0
15563,Address: 25 San Anselmo Avenue, San FranciscoSales price: 1845000Sales date: 11/16/2012Bedrooms: 2Square feet: 1506Lot size: 5013,25 San Anselmo Ave,4.0,4.0,2815.0,11/16/2012,1845000.0,37.737442,-122.4676,St. Francis Wood,10.0,SingleFamily,1922.0,3283781.0,"3,009,100",94127.0,15138051.0
15564,Address: 15 Red Rock Way #303N, San FranciscoSales price: 327500Sales date: 11/16/2012Bedrooms: 0Square feet: 592Lot size: 7132,15 Red Rock Way APT 303N,1.0,1.0,572.0,11/16/2012,327500.0,37.746489,-122.440955,Diamond Heights,2.0,SingleFamily,1972.0,501575.0,"1,070,100",94131.0,15199335.0
15565,Address: 47 Panorama Drive, San FranciscoSales price: 720000Sales date: 11/16/2012Bedrooms: 3Square feet: 1150Lot size: 3850,47 Panorama Dr,1.0,3.0,1150.0,11/16/2012,720000.0,37.746631,-122.450443,Midtown Terrace,5.0,SingleFamily,1959.0,1397651.0,"1,108,400",94131.0,15131931.0
15566,Address: 257 Mangels Avenue, San FranciscoSales price: 757000Sales date: 11/16/2012Bedrooms: 2Square feet: 1126Lot size: 2813,257 Mangels Ave,1.0,2.0,1126.0,11/16/2012,757000.0,37.732876,-122.443388,Sunnyside,6.0,SingleFamily,1957.0,1289804.0,"1,030,800",94131.0,15138585.0
15567,Address: 556 28th Street, San FranciscoSales price: 875000Sales date: 11/16/2012Bedrooms: 0Square feet: 700Lot size: 2848,556 28th St,1.0,1.0,700.0,11/16/2012,875000.0,37.74507,-122.434642,Noe Valley,5.0,SingleFamily,1910.0,1287209.0,"1,751,900",94131.0,15182772.0
15568,Address: 120 Turquoise Way, San FranciscoSales price: 1409000Sales date: 11/16/2012Bedrooms: 4Square feet: 2426Lot size: 4996,120 Turquoise Way,3.0,3.0,2426.0,11/16/2012,1409000.0,37.743319,-122.443401,Diamond Heights,7.0,SingleFamily,1962.0,1575736.0,"1,070,100",94131.0,15198714.0
15569,Address: 408 Shields Street, San FranciscoSales price: 530000Sales date: 11/16/2012Bedrooms: 2Square feet: 781Lot size: 2500,408 Shields St,1.0,2.0,1088.0,11/16/2012,530000.0,37.718115,-122.466474,Merced Heights,5.0,SingleFamily,1946.0,934803.0,"883,100",94132.0,15190221.0
15570,Address: 1255 Sloat Boulevard, San FranciscoSales price: 858000Sales date: 11/16/2012Bedrooms: 0Square feet: 2162Lot size: 3454,1255 Sloat Blvd,2.0,3.0,2162.0,11/16/2012,858000.0,37.734052,-122.485251,Lakeshore,7.0,SingleFamily,1941.0,1549650.0,"1,237,900",94132.0,15197506.0
15571,Address: 94 Stratford Drive, San FranciscoSales price: 920000Sales date: 11/16/2012Bedrooms: 0Square feet: 1750Lot size: 3602,94 Stratford Dr,2.0,3.0,1750.0,11/16/2012,920000.0,37.723093,-122.473676,Lakeside,8.0,SingleFamily,1941.0,1143886.0,"1,388,300",94132.0,15197052.0
15572,Address: 211 Diamond Cove Terrace, San FranciscoSales price: 615500Sales date: 11/16/2012Bedrooms: 0Square feet: 0Lot size: 0,211 Diamond Cove Ter,3.0,3.0,1647.0,11/16/2012,615500.0,37.712749,-122.393597,Bayview,6.0,Condominium,2012.0,870991.0,"719,000",94134.0,119584699.0
15574,Address: 201 Harrison Street #1121, San FranciscoSales price: 522500Sales date: 11/15/2012Bedrooms: 1Square feet: 661Lot size: 31799,201 Harrison St APT 1121,1.0,1.0,661.0,11/15/2012,522500.0,37.787585,-122.39048,South Beach,2.0,Condominium,1991.0,728815.0,"1,269,100",94105.0,15148403.0
15575,Address: 1272 Rhode Island Street #18, San FranciscoSales price: 569000Sales date: 11/15/2012Bedrooms: 3Square feet: 1003Lot size: 80150,1272 Rhode Island St APT 18,2.0,3.0,1003.0,11/15/2012,569000.0,37.753905,-122.40202,Potrero Hill,6.0,Condominium,1989.0,789808.0,"1,264,000",94107.0,15151985.0
15576,Address: 170 King Street #709, San FranciscoSales price: 635000Sales date: 11/15/2012Bedrooms: 1Square feet: 690Lot size: 42969,170 King St UNIT 709,1.0,1.0,733.0,11/15/2012,635000.0,37.77898,-122.391769,South Beach,3.0,MultiFamily2To4,2007.0,880559.0,"1,269,100",94107.0,82786310.0
15577,Address: 684 Arkansas Street, San FranciscoSales price: 680000Sales date: 11/15/2012Bedrooms: 2Square feet: 933Lot size: 2509,684 Arkansas St,2.0,2.0,933.0,11/15/2012,680000.0,37.757601,-122.39806,Potrero Hill,5.0,Condominium,1906.0,1060210.0,"1,264,000",94107.0,111924767.0
15578,Address: 310 Townsend Street #312, San FranciscoSales price: 765000Sales date: 11/15/2012Bedrooms: 1Square feet: 951Lot size: 16600,310 Townsend St APT 312,1.0,1.0,951.0,12/10/2013,805000.0,37.777011,-122.395736,South of Market,4.0,Condominium,2006.0,944103.0,"957,300",94107.0,82786212.0
15579,Address: 150 Connecticut Street, San FranciscoSales price: 1365000Sales date: 11/15/2012Bedrooms: 3Square feet: 1790Lot size: 2500,150 Connecticut St,2.0,3.0,1790.0,11/15/2012,1365000.0,37.764379,-122.397981,Potrero Hill,9.0,SingleFamily,1933.0,1765283.0,"1,264,000",94107.0,15148906.0
15580,Address: 1183 Munich Street, San FranciscoSales price: 552500Sales date: 11/15/2012Bedrooms: 0Square feet: 1272Lot size: 2848,1183 Munich St,1.0,2.0,1272.0,11/15/2012,552500.0,37.71076,-122.437924,Crocker Amazon,6.0,SingleFamily,1927.0,844518.0,"817,600",94112.0,15178456.0
15582,Address: 97 States Street, San FranciscoSales price: 600000Sales date: 11/15/2012Bedrooms: 1Square feet: 720Lot size: 1533,97 States St,1.0,1.0,720.0,11/15/2012,600000.0,37.763185,-122.43734,Corona Heights,3.0,SingleFamily,1900.0,1134666.0,"1,449,300",94114.0,15127501.0
15583,Address: 4488 24th Street, San FranciscoSales price: 998000Sales date: 11/15/2012Bedrooms: 3Square feet: 1162Lot size: 1598,4488 24th St,2.0,3.0,1162.0,11/15/2012,998000.0,37.750965,-122.442454,Noe Valley,6.0,SingleFamily,1910.0,1497889.0,"1,751,900",94114.0,15132252.0
15584,Address: 4048 22nd Street, San FranciscoSales price: 1600000Sales date: 11/15/2012Bedrooms: 2Square feet: 1280Lot size: 2395,4048 22nd St,3.0,4.0,2500.0,11/15/2012,1600000.0,37.754476,-122.437493,Eureka Valley - Dolores Heights - Castro,7.0,SingleFamily,1903.0,3187295.0,"1,718,500",94114.0,15130732.0
15585,Address: 1900 Steiner Street #A, San FranciscoSales price: 935000Sales date: 11/15/2012Bedrooms: 2Square feet: 1800Lot size: 1307,1900 Steiner St # A,2.0,2.0,1278.0,11/15/2012,935000.0,37.786971,-122.434875,Lower Pacific Heights,5.0,Condominium,1990.0,1507279.0,"1,146,900",94115.0,15075306.0
15586,Address: 355 East Buena Vista Avenue #409W, San FranciscoSales price: 592000Sales date: 11/15/2012Bedrooms: 1Square feet: 772Lot size: 1742,355 Buena Vista Ave E UNIT 409,1.0,1.0,772.0,11/01/2013,700000.0,37.767292,-122.439918,Buena Vista Park,3.0,Condominium,1986.0,939835.0,"1,470,700",94117.0,15126754.0
